Subscription profile disengaged (To Business user),【ネスレ通販】「定期お届けコース」の解約手続き完了のご連絡,subscriptioncourse_profile_disengagement_email_template_to_business.txt,subscriptioncourse/profile_disengagement_email/template_to_business,1,1
Subscription profile disengaged (To Consumer user),【ネスレ通販】「定期お届けコース」の解約手続き完了のご連絡,subscriptioncourse_profile_disengagement_email_template_to_consumer.txt,subscriptioncourse/profile_disengagement_email/template,1,1
